agent,bytes,clientip,extension,geo.coordinates,geo.dest,geo.src,geo.srcdest,hour_of_day,ip,machine.os,machine.ram,memory,message,phpmemory,referer,request,response,url,utc_time
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"8,413",93.4.75.96,gz,"{
  ""lat"": 38.27918833,
  ""lon"": -95.21691833
}",CN,IN,IN:CN,8,93.4.75.96,win 7,"18,253,611,008",,"93.4.75.96 - - [2018-08-04T08:49:05.495Z] ""GET /elasticsearch/elasticsearch-6.3.2.tar.gz HTTP/1.1"" 200 8413 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://facebook.com/success/alexander-viktorenko,/elasticsearch/elasticsearch-6.3.2.tar.gz,200,https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.tar.gz,"August 4th 2018, 08:49:05.495"
"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","7,947",103.23.205.126,,"{
  ""lat"": 40.47091667,
  ""lon"": -81.41975
}",EG,CN,CN:EG,8,103.23.205.126,osx,"3,221,225,472",,"103.23.205.126 - - [2018-08-04T08:46:52.904Z] ""GET / HTTP/1.1"" 200 7947 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""",,http://twitter.com/warning/mikhail-tyurin,/,200,https://www.elastic.co/downloads,"August 4th 2018, 08:46:52.904"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"2,451",2.224.60.212,deb,"{
  ""lat"": 41.70742861,
  ""lon"": -73.73802889
}",VN,VN,VN:VN,8,2.224.60.212,win xp,"17,179,869,184",,"2.224.60.212 - - [2018-08-04T08:45:28.609Z] ""GET /beats/metricbeat/metricbeat-6.3.2-amd64.deb HTTP/1.1"" 200 2451 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://twitter.com/warning/fyodor-yurchikhin,/beats/metricbeat/metricbeat-6.3.2-amd64.deb,200,https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-amd64.deb,"August 4th 2018, 08:45:28.609"
"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","6,936",192.198.214.108,css,"{
  ""lat"": 63.86620806,
  ""lon"": -148.9689842
}",BD,ES,ES:BD,8,192.198.214.108,ios,"20,401,094,656",,"192.198.214.108 - - [2018-08-04T08:44:58.202Z] ""GET /styles/ad-blocker.css HTTP/1.1"" 200 6936 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""",,http://nytimes.com/success/viktor-patsayev,/styles/ad-blocker.css,200,https://cdn.elastic-elastic-elastic.org/styles/ad-blocker.css,"August 4th 2018, 08:44:58.202"
"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","8,359",167.150.117.40,css,"{
  ""lat"": 30.87935556,
  ""lon"": -96.97109694
}",CD,US,US:CD,8,167.150.117.40,win 8,"16,106,127,360",,"167.150.117.40 - - [2018-08-04T08:43:42.387Z] ""GET /styles/ad-blocker.css HTTP/1.1"" 404 8359 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""",,http://facebook.com/success/anatoly-artsebarsky,/styles/ad-blocker.css,404,https://cdn.elastic-elastic-elastic.org/styles/ad-blocker.css,"August 4th 2018, 08:43:42.387"
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322),"5,404",149.78.125.116,gz,"{
  ""lat"": 39.94445833,
  ""lon"": -81.89210528
}",NE,EG,EG:NE,8,149.78.125.116,ios,"5,368,709,120",,"149.78.125.116 - - [2018-08-04T08:40:24.795Z] ""GET /elasticsearch/elasticsearch-6.3.2.tar.gz HTTP/1.1"" 200 5404 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""",,http://www.elastic-elastic-elastic.com/success/james-wetherbee,/elasticsearch/elasticsearch-6.3.2.tar.gz,200,https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.tar.gz,"August 4th 2018, 08:40:24.795"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"4,454",247.240.202.244,deb,"{
  ""lat"": 66.57149028,
  ""lon"": -145.2504169
}",US,AR,AR:US,8,247.240.202.244,win xp,"2,147,483,648",,"247.240.202.244 - - [2018-08-04T08:35:06.372Z] ""GET /elasticsearch/elasticsearch-6.3.2.deb HTTP/1.1"" 200 4454 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://facebook.com/success/toktar-aubakirov,/elasticsearch/elasticsearch-6.3.2.deb,200,https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.deb,"August 4th 2018, 08:35:06.372"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"4,838",237.31.111.6,,"{
  ""lat"": 44.02914056,
  ""lon"": -97.53784778
}",RU,IT,IT:RU,8,237.31.111.6,ios,"17,179,869,184",,"237.31.111.6 - - [2018-08-04T08:31:38.999Z] ""GET /elasticsearch HTTP/1.1"" 200 4838 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://twitter.com/warning/mark-brown,/elasticsearch,200,https://www.elastic.co/downloads/elasticsearch,"August 4th 2018, 08:31:38.999"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"2,146",193.134.203.247,zip,"{
  ""lat"": 62.95287361,
  ""lon"": -155.6057625
}",US,IN,IN:US,8,193.134.203.247,win xp,"12,884,901,888",,"193.134.203.247 - - [2018-08-04T08:30:04.432Z] ""GET /elasticsearch/elasticsearch-6.3.2.zip HTTP/1.1"" 200 2146 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://facebook.com/warning/dominic-gorie,/elasticsearch/elasticsearch-6.3.2.zip,200,https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.zip,"August 4th 2018, 08:30:04.432"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"8,934",167.94.220.213,gz,"{
  ""lat"": 40.56943056,
  ""lon"": -102.2726875
}",CN,IN,IN:CN,8,167.94.220.213,win xp,"15,032,385,536",,"167.94.220.213 - - [2018-08-04T08:26:48.648Z] ""GET /beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz HTTP/1.1"" 200 8934 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://facebook.com/success/robert-satcher,/beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz,200,https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz,"August 4th 2018, 08:26:48.648"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"2,191",176.102.127.50,gz,"{
  ""lat"": 36.29014667,
  ""lon"": -98.47582833
}",NE,ID,ID:NE,8,176.102.127.50,win 8,"6,442,450,944",,"176.102.127.50 - - [2018-08-04T08:24:47.117Z] ""GET /beats/filebeat/filebeat-6.3.2-linux-x86_64.tar.gz HTTP/1.1"" 200 2191 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://www.elastic-elastic-elastic.com/success/gennadi-manakov,/beats/filebeat/filebeat-6.3.2-linux-x86_64.tar.gz,200,https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86_64.tar.gz,"August 4th 2018, 08:24:47.117"
"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","3,073",77.17.155.213,deb,"{
  ""lat"": 41.74284139,
  ""lon"": -89.67629028
}",US,SD,SD:US,8,77.17.155.213,osx,"21,474,836,480",,"77.17.155.213 - - [2018-08-04T08:22:40.542Z] ""GET /beats/metricbeat/metricbeat-6.3.2-amd64.deb HTTP/1.1"" 200 3073 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""",,http://www.elastic-elastic-elastic.com/success/anna-lee-fisher,/beats/metricbeat/metricbeat-6.3.2-amd64.deb,200,https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-amd64.deb,"August 4th 2018, 08:22:40.542"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"3,880",68.242.246.24,,"{
  ""lat"": 38.85148778,
  ""lon"": -83.56627778
}",IN,PL,PL:IN,8,68.242.246.24,osx,"20,401,094,656",,"68.242.246.24 - - [2018-08-04T08:20:44.255Z] ""GET /beats HTTP/1.1"" 200 3880 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://www.elastic-elastic-elastic.com/success/chiaki-mukai,/beats,200,https://www.elastic.co/downloads/beats,"August 4th 2018, 08:20:44.255"
"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","2,588",31.218.136.66,deb,"{
  ""lat"": 31.77962833,
  ""lon"": -103.2013619
}",CN,CN,CN:CN,8,31.218.136.66,ios,"20,401,094,656",,"31.218.136.66 - - [2018-08-04T08:19:34.302Z] ""GET /beats/metricbeat/metricbeat-6.3.2-amd64.deb HTTP/1.1"" 200 2588 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""",,http://twitter.com/success/valery-rozhdestvensky,/beats/metricbeat/metricbeat-6.3.2-amd64.deb,200,https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-amd64.deb,"August 4th 2018, 08:19:34.302"
"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","6,155",38.40.117.235,,"{
  ""lat"": 41.92076333,
  ""lon"": -71.49138139
}",TH,CI,CI:TH,8,38.40.117.235,osx,"21,474,836,480",,"38.40.117.235 - - [2018-08-04T08:17:31.819Z] ""GET /apm HTTP/1.1"" 200 6155 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""",,http://www.elastic-elastic-elastic.com/success/william-oefelein,/apm,200,https://www.elastic.co/downloads/apm,"August 4th 2018, 08:17:31.819"
"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","9,112",243.169.209.141,zip,"{
  ""lat"": 58.09609139,
  ""lon"": -135.4096975
}",NG,IN,IN:NG,8,243.169.209.141,win xp,"32,212,254,720",,"243.169.209.141 - - [2018-08-04T08:17:13.383Z] ""GET /apm-server/apm-server-6.3.2-windows-x86.zip HTTP/1.1"" 200 9112 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""",,http://facebook.com/warning/anthony-w-england,/apm-server/apm-server-6.3.2-windows-x86.zip,200,https://artifacts.elastic.co/downloads/apm-server/apm-server-6.3.2-windows-x86.zip,"August 4th 2018, 08:17:13.383"
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322),"3,361",236.66.217.135,rpm,"{
  ""lat"": 39.90416667,
  ""lon"": -95.7794325
}",PK,CN,CN:PK,8,236.66.217.135,win xp,"32,212,254,720",,"236.66.217.135 - - [2018-08-04T08:14:56.775Z] ""GET /beats/metricbeat/metricbeat-6.3.2-i686.rpm HTTP/1.1"" 200 3361 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""",,http://twitter.com/success/frederick-hauck,/beats/metricbeat/metricbeat-6.3.2-i686.rpm,200,https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-i686.rpm,"August 4th 2018, 08:14:56.775"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"4,564",70.35.217.22,deb,"{
  ""lat"": 34.593225,
  ""lon"": -117.3794667
}",RO,US,US:RO,8,70.35.217.22,win xp,"12,884,901,888",,"70.35.217.22 - - [2018-08-04T08:11:57.678Z] ""GET /elasticsearch/elasticsearch-6.3.2.deb HTTP/1.1"" 200 4564 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://twitter.com/success/mikhail-tyurin,/elasticsearch/elasticsearch-6.3.2.deb,200,https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.deb,"August 4th 2018, 08:11:57.678"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"6,120",9.36.58.163,,"{
  ""lat"": 35.91898806,
  ""lon"": -75.69553944
}",BR,EG,EG:BR,8,9.36.58.163,win xp,"17,179,869,184",,"9.36.58.163 - - [2018-08-04T08:11:05.674Z] ""GET /apm HTTP/1.1"" 200 6120 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://www.elastic-elastic-elastic.com/success/nikolai-budarin,/apm,200,https://www.elastic.co/downloads/apm,"August 4th 2018, 08:11:05.674"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"9,199",108.82.70.138,,"{
  ""lat"": 47.81833333,
  ""lon"": -92.29166667
}",CN,NE,NE:CN,8,108.82.70.138,win xp,"17,179,869,184","367,960","108.82.70.138 - - [2018-08-04T08:07:24.784Z] ""GET /people/type:astronauts/name:jos-hern-ndez/profile HTTP/1.1"" 200 9199 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""","367,960",http://twitter.com/success/timothy-creamer,/people/type:astronauts/name:jos-hern-ndez/profile,200,https://elastic-elastic-elastic.org/people/type:astronauts/name:jos-hern-ndez/profile,"August 4th 2018, 08:07:24.784"
"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","4,907",174.127.38.177,gz,"{
  ""lat"": 35.82149222,
  ""lon"": -81.61073639
}",CN,AU,AU:CN,8,174.127.38.177,ios,"3,221,225,472",,"174.127.38.177 - - [2018-08-04T08:01:29.235Z] ""GET /elasticsearch/elasticsearch-6.3.2.tar.gz HTTP/1.1"" 200 4907 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""",,http://twitter.com/success/paolo-a-nespoli,/elasticsearch/elasticsearch-6.3.2.tar.gz,200,https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.tar.gz,"August 4th 2018, 08:01:29.235"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"7,703",96.239.18.242,deb,"{
  ""lat"": 38.68322389,
  ""lon"": -96.80800639
}",IN,FR,FR:IN,7,96.239.18.242,win 7,"21,474,836,480",,"96.239.18.242 - - [2018-08-04T07:59:52.601Z] ""GET /beats/metricbeat/metricbeat-6.3.2-amd64.deb HTTP/1.1"" 200 7703 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://www.elastic-elastic-elastic.com/success/valentin-lebedev,/beats/metricbeat/metricbeat-6.3.2-amd64.deb,200,https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-amd64.deb,"August 4th 2018, 07:59:52.601"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"9,261",252.102.14.111,css,"{
  ""lat"": 56.97299639,
  ""lon"": -133.9456147
}",CN,ES,ES:CN,7,252.102.14.111,osx,"4,294,967,296",,"252.102.14.111 - - [2018-08-04T07:52:22.611Z] ""GET /styles/main.css HTTP/1.1"" 200 9261 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://www.elastic-elastic-elastic.com/success/donald-thomas,/styles/main.css,200,https://cdn.elastic-elastic-elastic.org/styles/main.css,"August 4th 2018, 07:52:22.611"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"3,376",157.4.76.38,,"{
  ""lat"": 37.58271111,
  ""lon"": -101.73281
}",CN,MX,MX:CN,7,157.4.76.38,ios,"5,368,709,120",,"157.4.76.38 - - [2018-08-04T07:52:03.138Z] ""GET /enterprise HTTP/1.1"" 200 3376 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://www.elastic-elastic-elastic.com/success/bjarni-tryggvason,/enterprise,200,https://www.elastic.co/downloads/enterprise,"August 4th 2018, 07:52:03.138"
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322),"4,222",104.224.124.252,gz,"{
  ""lat"": 37.16861556,
  ""lon"": -97.03752194
}",CN,CN,CN:CN,7,104.224.124.252,osx,"6,442,450,944",,"104.224.124.252 - - [2018-08-04T07:50:11.509Z] ""GET /beats/filebeat/filebeat-6.3.2-linux-x86_64.tar.gz HTTP/1.1"" 200 4222 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""",,http://www.elastic-elastic-elastic.com/error/albert-sacco,/beats/filebeat/filebeat-6.3.2-linux-x86_64.tar.gz,200,https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86_64.tar.gz,"August 4th 2018, 07:50:11.509"
"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24",0,186.153.168.71,zip,"{
  ""lat"": 42.35003667,
  ""lon"": -83.45826833
}",JP,CN,CN:JP,7,186.153.168.71,win 8,"12,884,901,888",,"186.153.168.71 - - [2018-08-04T07:28:01.434Z] ""GET /elasticsearch/elasticsearch-6.3.2.zip HTTP/1.1"" 503 0 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""",,http://twitter.com/success/anatoly-filipchenko,/elasticsearch/elasticsearch-6.3.2.zip,503,https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.zip,"August 4th 2018, 07:28:01.434"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"2,334",149.222.154.185,,"{
  ""lat"": 42.96320278,
  ""lon"": -88.81762806
}",US,CN,CN:US,7,149.222.154.185,ios,"21,474,836,480",,"149.222.154.185 - - [2018-08-04T07:27:59.906Z] ""GET / HTTP/1.1"" 200 2334 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://facebook.com/warning/bernard-a-harris-jr-,/,200,https://www.elastic.co/downloads,"August 4th 2018, 07:27:59.906"
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322),"9,373",7.88.50.146,gz,"{
  ""lat"": 43.56444444,
  ""lon"": -116.2227778
}",UA,IT,IT:UA,7,7.88.50.146,win xp,"11,811,160,064",,"7.88.50.146 - - [2018-08-04T07:25:13.748Z] ""GET /kibana/kibana-6.3.2-darwin-x86_64.tar.gz HTTP/1.1"" 200 9373 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""",,http://twitter.com/success/oleg-kononenko,/kibana/kibana-6.3.2-darwin-x86_64.tar.gz,200,https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-darwin-x86_64.tar.gz,"August 4th 2018, 07:25:13.748"
"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","5,771",117.46.30.183,rpm,"{
  ""lat"": 32.84069444,
  ""lon"": -84.88244444
}",CN,CN,CN:CN,7,117.46.30.183,win xp,"9,663,676,416",,"117.46.30.183 - - [2018-08-04T07:19:14.807Z] ""GET /beats/metricbeat/metricbeat-6.3.2-i686.rpm HTTP/1.1"" 200 5771 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""",,http://www.elastic-elastic-elastic.com/error/lee-morin,/beats/metricbeat/metricbeat-6.3.2-i686.rpm,200,https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-i686.rpm,"August 4th 2018, 07:19:14.807"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"3,644",248.150.117.171,zip,"{
  ""lat"": 33.35283972,
  ""lon"": -108.8672858
}",US,CF,CF:US,7,248.150.117.171,win xp,"17,179,869,184",,"248.150.117.171 - - [2018-08-04T07:15:26.027Z] ""GET /elasticsearch/elasticsearch-6.3.2.zip HTTP/1.1"" 200 3644 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://twitter.com/success/yuri-baturin,/elasticsearch/elasticsearch-6.3.2.zip,200,https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.zip,"August 4th 2018, 07:15:26.027"
"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24",63,19.253.238.55,,"{
  ""lat"": 43.62637222,
  ""lon"": -72.30426722
}",CA,CN,CN:CA,7,19.253.238.55,osx,"9,663,676,416","2,520","19.253.238.55 - - [2018-08-04T07:05:25.352Z] ""GET /people/type:astronauts/name:james-voss/profile HTTP/1.1"" 200 63 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""","2,520",http://www.elastic-elastic-elastic.com/success/tracy-caldwell-dyson,/people/type:astronauts/name:james-voss/profile,200,https://elastic-elastic-elastic.org/people/type:astronauts/name:james-voss/profile,"August 4th 2018, 07:05:25.352"
"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","4,140",83.33.230.67,zip,"{
  ""lat"": 59.97904306,
  ""lon"": -154.8396944
}",CN,IN,IN:CN,6,83.33.230.67,win 7,"15,032,385,536",,"83.33.230.67 - - [2018-08-04T06:54:48.517Z] ""GET /elasticsearch/elasticsearch-6.3.2.zip HTTP/1.1"" 200 4140 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""",,http://twitter.com/success/oleg-novitskiy,/elasticsearch/elasticsearch-6.3.2.zip,200,https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.zip,"August 4th 2018, 06:54:48.517"
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322),"6,828",245.25.229.135,zip,"{
  ""lat"": 45.3319325,
  ""lon"": -95.650565
}",IN,BJ,BJ:IN,6,245.25.229.135,ios,"2,147,483,648",,"245.25.229.135 - - [2018-08-04T06:53:03.042Z] ""GET /apm-server/apm-server-6.3.2-windows-x86.zip HTTP/1.1"" 200 6828 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""",,http://twitter.com/success/janice-voss,/apm-server/apm-server-6.3.2-windows-x86.zip,200,https://artifacts.elastic.co/downloads/apm-server/apm-server-6.3.2-windows-x86.zip,"August 4th 2018, 06:53:03.042"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"15,985",240.187.33.223,deb,"{
  ""lat"": 43.18200222,
  ""lon"": -78.55780528
}",VN,CN,CN:VN,6,240.187.33.223,ios,"16,106,127,360",,"240.187.33.223 - - [2018-08-04T06:46:06.058Z] ""GET /apm-server/apm-server-6.3.2-amd64.deb HTTP/1.1"" 200 15985 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://www.elastic-elastic-elastic.com/success/luca-parmitano,/apm-server/apm-server-6.3.2-amd64.deb,200,https://artifacts.elastic.co/downloads/apm-server/apm-server-6.3.2-amd64.deb,"August 4th 2018, 06:46:06.058"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"4,537",116.174.134.165,gz,"{
  ""lat"": 37.4894925,
  ""lon"": -94.31150444
}",CN,ID,ID:CN,6,116.174.134.165,osx,"13,958,643,712",,"116.174.134.165 - - [2018-08-04T06:42:26.336Z] ""GET /beats/filebeat/filebeat-6.3.2-linux-x86_64.tar.gz HTTP/1.1"" 200 4537 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://facebook.com/success/james-dutton,/beats/filebeat/filebeat-6.3.2-linux-x86_64.tar.gz,200,https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86_64.tar.gz,"August 4th 2018, 06:42:26.336"
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322),"5,867",142.41.6.109,,"{
  ""lat"": 41.78015722,
  ""lon"": -124.2365333
}",IN,US,US:IN,6,142.41.6.109,win xp,"8,589,934,592",,"142.41.6.109 - - [2018-08-04T06:32:34.901Z] ""GET /enterprise HTTP/1.1"" 200 5867 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""",,http://facebook.com/success/dick-scobee,/enterprise,200,https://www.elastic.co/downloads/enterprise,"August 4th 2018, 06:32:34.901"
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322),"2,066",174.98.40.39,,"{
  ""lat"": 36.68827778,
  ""lon"": -78.05447222
}",SS,BR,BR:SS,6,174.98.40.39,win 8,"5,368,709,120",,"174.98.40.39 - - [2018-08-04T06:29:23.987Z] ""GET /beats/metricbeat HTTP/1.1"" 200 2066 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""",,http://twitter.com/success/jean-pierre-haigner-,/beats/metricbeat,200,https://www.elastic.co/downloads/beats/metricbeat,"August 4th 2018, 06:29:23.987"
